"uuid","name","investment_count","logo_url"
"22f2069a-a204-b897-320a-bdafa81093ba","John Doerr",13.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1490370516/yz85yd0zjo7w2ypjkcb4.png"
"4e01b3df-fab2-33ee-98ec-d3fc3fa2f2ed","Eric Schmidt",36.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1486706421/b71zzse8szhqe28f9emn.png"
"69ba8866-c721-28e3-8b53-d10d81cece26","Scott Banister",134.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1455042597/bbmotvglcpz3eq6cdv9u.png"
"67ae31b5-9f5e-6ea2-1fbb-ba34b6c7f5de","Cyan Banister",53.0,"https://res.cloudinary.com/crunchbase-production/image/upload/touaqjlle6q5hoiykegs"
"d3646878-c4c7-04d9-6b62-ef2aae4d6744","TechCrunch",1.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1487972722/z2yb0lc1dci3dalkwcvj.png"
"ebae6782-7040-b515-9c89-36fb0a31e113","Mark Cuban",149.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1486086221/qk01ftlmgnhrqp40736h.png"
"65ee9a90-bb84-32ca-bb0c-59020fae9a20","DAG Ventures",251.0,"https://res.cloudinary.com/crunchbase-production/image/upload/jhokr1r8frt7sh8zpals"
"f5315b3c-bb4c-1828-9b81-2f2103cdb761","RRE Ventures",507.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1416443641/gpo61dykr3kdiliczove.jpg"
"17d626a7-27a7-a51b-9337-3839f8ed055e","Alibaba Group",218.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1431249886/kttld8444h5j3kg6dzti.png"
"66fcc74c-3c46-cc37-0ad7-0f6b7c72caa2","Anschutz Investment",20.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1458807049/flxx5ryfbwm3vbabqsc3.png"
"add1bcfe-41e3-7828-253b-d7c8694ed4ca","Polaris Partners",548.0,"https://res.cloudinary.com/crunchbase-production/image/upload/hxenqncpzhddzcxuuh3z"
"87dbe0db-3015-7e9e-8665-af1cd6bdbff4","Chengwei Capital",62.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1397178676/59fa0655df8820a2d8896a0abfce5f09.jpg"
"b915e540-3377-6a2a-651e-6fd7c0787e26","TCV",353.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1472274733/lswbu7h2mbts4brka2tj.png"
"a490fe3e-9b86-8337-93f5-09c2f302e67e","Herald Ventures",23.0,"https://res.cloudinary.com/crunchbase-production/image/upload/hlhig14mybi4tobeqtjv"
"0e1e9d57-5c31-23ed-1d3f-052276d7dea8","Nielsen",8.0,"https://res.cloudinary.com/crunchbase-production/image/upload/z6g6sgagu4izbwk6v4qx"
"2b443ba1-0869-2574-5e0e-4ef3c3bb2df3","Monitor Ventures",34.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1397178681/edee579c002b6cba455ab5a113d92ab6.png"
"0e09f1a3-ab17-d2d6-80a4-4425f38e4078","Matrix Partners",566.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1397178683/bfc73f370225094775f9627d261d94f3.jpg"
"3c1529bd-bdc6-0071-50b1-6f45b820f1b8","Outcome Capital",10.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1397760809/aa379f9477b126bb2c109ba908b5eca1.png"
"83cbd7ed-cce6-3005-49a6-972a43dc631f","Spectrum Equity",107.0,"https://res.cloudinary.com/crunchbase-production/image/upload/a6u7vvdxhazlte6jopb2"
"8f34e608-329e-2c81-70b2-5893f058015f","Stripes",64.0,"https://res.cloudinary.com/crunchbase-production/image/upload/vkg4diogocjyzexw82mz"
"f2b4f17e-25cc-9161-0509-eea8ecc3cc24","TA Associates",130.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1474650849/lbzkxdx2qwqufwbjcrrp.jpg"
"64c30a37-942e-db16-e7e4-ca620f01b270","Updata Partners",75.0,"https://res.cloudinary.com/crunchbase-production/image/upload/ribfiscvqdievu36fjwv"
"d300b754-8f03-f143-a083-09c355f716ba","Mitsubishi UFJ Capital",328.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1397178696/feb0488900ee59d35f4eedc30872c61e.jpg"
"5e92f940-f5f1-ef0c-6314-2e464a717230","Nomura Securities",23.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1397178697/67b511910f7722b824c8c27ea1c127f6.gif"
"8b69af97-cb83-b6f0-789b-45f6f4211171","AT&T",44.0,"https://res.cloudinary.com/crunchbase-production/image/upload/rsykgays5te2z2pqyluw"
"31393b85-e02c-15f7-eb6a-1d7936e75960","Core Capital Partners",88.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1397178700/0a7dc076428ba81df7aeebb1b6776ab3.gif"
"47b84763-9727-7cdf-b194-2742e3963147","New Enterprise Associates",1874.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1477881800/s0yyyr2lqeh0bizlfpzg.png"
"b2ec30e2-2221-962e-c4f1-929960828720","Kodiak Venture Partners",134.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1397178709/d5d109ee8a1006f6163656195bb7eafb.jpg"
"d01715fc-f945-733c-cb72-147b7beb3e16","Advanced Technology Ventures",241.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1397178710/c848d233a03dc82770e0c9c009698ecd.png"
"b7ed9f04-4ee2-e336-6aac-79da57167e8c","Slater Technology Fund",44.0,"https://res.cloudinary.com/crunchbase-production/image/upload/v1439870238/gekzp2fgbet60chtmnip.png"
